term,estimate,std.error,statistic,p.value,model,ATE
Z,5.762521451459512,1.3438214310993413,4.288160106767579,2.1643738660760446e-5,SVM,5
Z,-9.295980834956428,24.614386597623213,-0.3776645336290467,0.7058407224416682,OLS,5
Z,-6.025056566504231,3.5625227537310162,-1.69123314656565,0.09141918954786889,OLS + controls,5
Z,-6.451252144729633,3.6162697644404624,-1.7839521288389892,0.07504267727986094,OLS + interaction,5
Z,5.0634638309015525,0.5254347880879655,9.636712196631057,2.881960998252257e-20,RFA,5
Z,5.2839080643242164,1.5271363298687457,3.460010714811793,5.865469921238563e-4,SVM,5
Z,50.797920902602705,21.737610756808365,2.336867720694302,0.019841561764720836,OLS,5
Z,5.262185249472002,3.067962816782055,1.7152050281337625,0.08693094487411084,OLS + controls,5
Z,5.364127296081131,3.135296767814663,1.710883432517933,0.08772788357130887,OLS + interaction,5
Z,5.094589236768285,0.4961524970319244,10.26819227403884,1.448414700040944e-22,RFA,5
Z,4.352482668472444,1.3733410394485457,3.169265712921642,0.0016222427492285784,SVM,5
Z,-36.39305609479254,24.343176846574,-1.4950002756075944,0.13554774964341124,OLS,5
Z,-0.7139867936837414,3.5009114030042023,-0.2039431198033332,0.8384814291153588,OLS + controls,5
Z,-0.605680525563984,3.6179134530281702,-0.16741155735968014,0.8671144644065285,OLS + interaction,5
Z,6.486384560936118,0.8504905729200283,7.626638986327757,1.23170869105771e-13,RFA,5
Z,5.871663798618442,1.2165029022326384,4.826674714743568,1.849340666733338e-6,SVM,5
Z,7.44732686473672,25.334200575512263,0.2939633655515942,0.7689083752226542,OLS,5
Z,-8.480292718128338,3.403452024802703,-2.4916739405544983,0.013039198242805725,OLS + controls,5
Z,-7.076179134181892,3.3068454393835323,-2.139857838502741,0.03285353083579864,OLS + interaction,5
Z,4.812587555386559,0.48480310270882665,9.926890996564032,2.600821526126272e-21,RFA,5
Z,5.38190917451535,1.3133343993733615,4.097897060400801,4.866775457204289e-5,SVM,5
Z,6.74095520965458,20.731293161085535,0.32515845284113526,0.7451977092969654,OLS,5
Z,4.681775482089075,2.8814721245003874,1.6247859704354555,0.10484212993880455,OLS + controls,5
Z,4.055285519113437,2.6869465839992985,1.5092542379750173,0.13187054810973006,OLS + interaction,5
Z,5.416941606392839,0.27840258784807503,19.45722433208443,3.8802078235535166e-63,RFA,5
Z,5.136515745030266,1.1568184173153646,4.440209170381821,1.1078229670219303e-5,SVM,5
Z,19.19000552923799,22.18075496156697,0.8651646692138699,0.38736498138272524,OLS,5
Z,-2.5785558701334645,2.732059080594071,-0.9438140955475868,0.34572323192958887,OLS + controls,5
Z,-2.6457461634063484,2.7315580415643286,-0.9685850064863213,0.3332243422101727,OLS + interaction,5
Z,4.640339114045998,0.8387234804961898,5.5326209674024724,5.1053676428961616e-8,RFA,5
Z,3.3363377688994804,1.6839230368212443,1.981288750106723,0.048108454471750335,SVM,5
Z,-11.771705886266385,23.326212532803513,-0.5046556902331188,0.6140239111179859,OLS,5
Z,-1.3218859911235934,3.4642863464136044,-0.3815752680179204,0.7029395105036065,OLS + controls,5
Z,-1.5101199242303907,3.3768757996771037,-0.4471943932242898,0.6549299248234064,OLS + interaction,5
Z,5.334656255015897,0.44646545079259375,11.948642936526168,4.143958977489465e-29,RFA,5
Z,6.415422812822869,1.2416333180708814,5.166922246247769,3.4495596779504923e-7,SVM,5
Z,24.956204094652907,22.12964127649294,1.1277274576141667,0.2599780703046106,OLS,5
Z,1.577970548091032,3.089630122583569,0.5107312155448311,0.6097660568386587,OLS + controls,5
Z,1.249172982768836,3.1610531509094324,0.3951762033515476,0.692882745653582,OLS + interaction,5
Z,5.690844898239122,0.35709720018872076,15.936403016410075,1.6728639036234162e-46,RFA,5
Z,5.310494413612648,1.023318168060314,5.189485127268501,3.0756683092070415e-7,SVM,5
Z,-22.460046430417144,24.15370953775997,-0.9298797932178869,0.3528838440776684,OLS,5
Z,-1.7150699967007315,3.110997332900495,-0.5512926605763785,0.5816808223824708,OLS + controls,5
Z,-1.7027554433531882,3.02516916718143,-0.5628628844381806,0.5737825788116095,OLS + interaction,5
Z,4.649930831939004,0.43333071772141474,10.73067438281265,2.6244430534355873e-24,RFA,5
Z,4.380150224782237,1.186199058636069,3.6925929024245554,2.4651975276474626e-4,SVM,5
Z,10.547238455856329,23.140713472187425,0.4557870900796962,0.648741764869214,OLS,5
Z,1.7244727024515198,3.704901784236077,0.4654570627995995,0.6418080668517785,OLS + controls,5
Z,1.8343430028704915,3.664668139732964,0.500548189611558,0.6169111589098417,OLS + interaction,5
Z,4.198402409001382,0.6090491994683477,6.893371525102173,1.655543627346451e-11,RFA,5
Z,4.601438747508175,1.5053225840721212,3.056779188857049,0.002357468658512897,SVM,5
Z,23.55172878531895,22.88805122637344,1.0289966826961994,0.30398074002695846,OLS,5
Z,-6.713626141570631,3.8714228723320296,-1.7341495266639635,0.0835116235171428,OLS + controls,5
Z,-6.5467733289321,3.6016309457749616,-1.8177246440566202,0.06970938900904465,OLS + interaction,5
Z,4.706378278197103,0.6006559044891718,7.835398342083468,2.848391017239203e-14,RFA,5
Z,5.688434166490686,1.5692252197231742,3.6249953766956273,3.186890350697627e-4,SVM,5
Z,14.61244504570665,23.498891523648375,0.6218355036449805,0.5343346046070921,OLS,5
Z,-1.1539416937083562,2.891278683399139,-0.3991111961409828,0.6899827063707424,OLS + controls,5
Z,-0.879366641608857,2.939348643980576,-0.2991705810093987,0.764935206919616,OLS + interaction,5
Z,6.622414537661033,0.9332257240298947,7.096262315899141,4.433432469192488e-12,RFA,5
Z,6.186182915737246,1.5423545377068983,4.01086959223693,6.977799842352076e-5,SVM,5
Z,30.356379806906716,21.837904613324692,1.3900774980207744,0.16512634415917582,OLS,5
Z,-2.258759377581761,3.145398089362044,-0.7181155813698249,0.4730234497595609,OLS + controls,5
Z,-1.765391939185724,3.029498416937163,-0.5827340688860777,0.5603371552586023,OLS + interaction,5
Z,4.99432992304288,0.503446384586956,9.920281634638002,2.748706914724143e-21,RFA,5
Z,2.9137042643627438,0.976583898192798,2.983567791517609,0.0029889305778523887,SVM,5
Z,-26.916671406310975,24.9760139100906,-1.0777008494312348,0.2816890272473683,OLS,5
Z,-1.267602632004189,3.6965990609293367,-0.34291049992462797,0.7318107803838158,OLS + controls,5
Z,-1.237991210398412,3.6837830543232,-0.33606517868785324,0.7369638342152462,OLS + interaction,5
Z,4.789503585853332,0.3668851662957886,13.05450322292932,1.0475082023672215e-33,RFA,5
Z,4.9372322491364224,1.1961252521336632,4.127688333917645,4.2956373122506545e-5,SVM,5
Z,32.546020431708946,21.751111333525916,1.496292301237242,0.13521096019071324,OLS,5
Z,3.162323929512999,2.6761495151517694,1.1816693766953665,0.23790200898559274,OLS + controls,5
Z,3.2776548904523795,2.692705075075518,1.2172350105443526,0.2240936298619415,OLS + interaction,5
Z,5.7400684406737765,0.30654872244267795,18.72481605839059,1.2719965536187786e-59,RFA,5
Z,5.544976131711745,1.0261742161043157,5.403542638950958,1.0145500733144921e-7,SVM,5
Z,13.782819914730624,22.57593699132805,0.610509318839122,0.541802981361589,OLS,5
Z,3.8432895776830347,3.2098216859675097,1.1973529852093898,0.23173976295704934,OLS + controls,5
Z,4.309465966334759,3.305587759073256,1.3036912889412888,0.19294361472917793,OLS + interaction,5
Z,4.615895592438779,1.0532059643776663,4.382709316658956,1.4304325002337589e-5,RFA,5
Z,5.371527748579619,1.449475260902156,3.705842999511679,2.3431027815880572e-4,SVM,5
Z,56.06095212174123,22.985838049221265,2.438934443098998,0.0150788815210911,OLS,5
Z,1.4401322259528313,3.5808893131962947,0.4021716674250878,0.687730593244387,OLS + controls,5
Z,1.2775926161402247,3.6197134515392864,0.3529540758528627,0.7242728150369439,OLS + interaction,5
Z,5.193445434880659,0.47588585975247855,10.91321653806212,5.231744433809117e-25,RFA,5
Z,4.623194284342286,1.314676638157996,3.5166018396887933,4.77074449988678e-4,SVM,5
Z,3.111379752087871,24.272820454102266,0.12818369245433228,0.898055351870166,OLS,5
Z,2.929774885102753,3.507277225794625,0.8353416900025545,0.40392673291632897,OLS + controls,5
Z,2.7645841476485504,3.3462224111884304,0.8261806323467579,0.40909886058725464,OLS + interaction,5
Z,5.758924633334884,1.256184551799993,4.584457454983738,5.7632517817137056e-6,RFA,5
Z,4.7156402667122475,1.1955255518416479,3.9444077623000506,9.147747868964259e-5,SVM,5
Z,-21.29667486749031,21.714677134817446,-0.9807502425786977,0.3271921288242309,OLS,5
Z,6.78588717798733,2.935485152594714,2.311674842568764,0.021203649441317658,OLS + controls,5
Z,6.1184499890266535,2.9340892790087283,2.0852978240300004,0.03755295011411435,OLS + interaction,5
Z,4.601122454885492,0.5350452228135364,8.599501983571557,1.0455041582896315e-16,RFA,5
Z,4.664609521938995,1.2408226797432893,3.759287767776814,1.9060720945284526e-4,SVM,5
Z,33.78423782800663,28.20254958045457,1.1979143137973731,0.2315201924686605,OLS,5
Z,-5.818270487034589,4.957796596052957,-1.1735597405643223,0.24113350132556194,OLS + controls,5
Z,-5.826421644494635,4.917908317906691,-1.1847357184923393,0.23668931527285403,OLS + interaction,5
Z,3.2456608686759827,2.193831825542215,1.4794483473562536,0.13965280118540233,RFA,5
Z,3.0761049126828555,3.1029877215879393,0.9913364759009338,0.3220027245773571,SVM,5
Z,35.27800649883436,23.64858767755,1.4917595494433842,0.1363953619800173,OLS,5
Z,0.3139217540491058,3.475347148876553,0.09032817171964667,0.9280628248702962,OLS + controls,5
Z,0.5993135085106341,3.465226792355281,0.17295073148828063,0.8627607071707044,OLS + interaction,5
Z,4.944926047004684,0.4811339325671874,10.277649760888888,1.3358384760399272e-22,RFA,5
Z,5.016859187513416,1.7007824186983556,2.9497360346380597,0.00333010190910468,SVM,5
Z,7.039413547125309,22.85306587761627,0.308029285209393,0.758188840721554,OLS,5
Z,-3.1172051035798614,3.0627129072135393,-1.0177921333200959,0.30927194520483675,OLS + controls,5
Z,-3.1110814398231668,2.9413966917243894,-1.0576884949167804,0.2907123269846422,OLS + interaction,5
Z,4.63120672464859,0.4453230105093504,10.399657361858575,4.6839707327277076e-23,RFA,5
Z,3.7647884190196472,1.4912158612262956,2.524643491870914,0.011891117005696308,SVM,5
Z,27.6972835935238,21.49300579629607,1.288664966456061,0.19811291870115963,OLS,5
Z,0.9141333495931784,2.521430704556218,0.3625454976578742,0.7170985486861747,OLS + controls,5
Z,0.25462796227653695,2.5135068254982635,0.1013038674466543,0.919350183556529,OLS + interaction,5
Z,4.249841354507294,0.375216153481615,11.3263816471471,1.2812619550527135e-26,RFA,5
Z,4.351584983578081,1.157397722159573,3.7598008880288067,1.9022753175959332e-4,SVM,5
Z,30.05833269094628,23.45203315297189,1.2816941070688035,0.2005463788558472,OLS,5
Z,-1.3340135640318944,3.1949526395379073,-0.4175378212256804,0.6764653801077127,OLS + controls,5
Z,-0.3371255175522199,3.110206232926397,-0.10839330009155633,0.91372754964209435,OLS + interaction,5
Z,5.697753810233536,0.3136863671993195,18.163855385570916,6.051428087794895e-57,RFA,5
Z,6.119288178764492,1.1915308087677747,5.135652501585564,4.0412425019696465e-7,SVM,5
Z,31.170598719145264,22.889434780000588,1.3617897959795957,0.17387993943876387,OLS,5
Z,-1.4977562104835849,3.5282104738347377,-0.4245087478740193,0.6713785273176758,OLS + controls,5
Z,-0.4064374037499991,3.395326369824053,-0.11970495895835216,0.9047653412705079,OLS + interaction,5
Z,5.820322867836824,0.7138129016788969,8.15384935484824,2.883360278554561e-15,RFA,5
Z,5.391158526003531,1.2443101236082734,4.332648608829245,1.7828355654591897e-5,SVM,5
Z,-18.922850682181668,21.49768267473917,-0.8802274630473053,0.37916067048638735,OLS,5
Z,2.8182079326545857,3.098719159744221,0.9094751048324141,0.3635402232187267,OLS + controls,5
Z,2.747915341086213,3.0858877621821876,0.890478057809537,0.373640965000671,OLS + interaction,5
Z,4.7911686771457,0.4461108826326358,10.739860567560152,2.4208157546275632e-24,RFA,5
Z,4.773537063231977,1.1884595429537168,4.016575146822543,6.816263072796861e-5,SVM,5
Z,10.562121007387997,23.32733267273222,0.4527787705336011,0.6509052398105534,OLS,5
Z,-1.9526916980676685,2.923786185135487,-0.667864055174466,0.504530383744147,OLS + controls,5
Z,-2.456935658991661,2.9759488535999425,-0.8255974077039522,0.4094294171785361,OLS + interaction,5
Z,5.535414171854565,0.6532320785890195,8.473886009718097,2.6977226649347223e-16,RFA,5
Z,4.437840854738664,1.4316377361329327,3.0998350649277624,0.00204587604158953,SVM,5
Z,-3.986696519728536,22.559029078118517,-0.17672287694311697,0.8597979170607837,OLS,5
Z,-1.3484867547712436,3.0261954885312936,-0.4456046411680119,0.6560768958568782,OLS + controls,5
Z,-1.3362360122182217,3.0036312445721483,-0.4448735225513882,0.6566052262893136,OLS + interaction,5
Z,4.045672679522359,1.3761409337725974,2.939867988979458,0.0034361138550319083,RFA,5
Z,3.7689573125894222,1.3294341340133051,2.835008682387045,0.0047687432662620885,SVM,5
Z,8.657546242038713,20.719105711109044,0.4178532781652232,0.6762344989321272,OLS,5
Z,-0.12027382555923044,2.9666327903012784,-0.040542201903935655,0.9676771433020124,OLS + controls,5
Z,-0.16795601390119025,3.034851898178099,-0.05534240863681639,0.955887961550504,OLS + interaction,5
Z,5.5663763116358105,0.40809758479254393,13.639816845437773,3.218338378748761e-36,RFA,5
Z,4.498356910937571,1.2060980896659026,3.7296775025849236,2.1376785885276328e-4,SVM,5
Z,-11.504026059028355,25.24424884356492,-0.45570878857664554,0.6487980389189678,OLS,5
Z,-0.1923570176263385,3.8860256143769245,-0.04949967826117393,0.9605409795829405,OLS + controls,5
Z,-0.18543595642644206,3.795956598283151,-0.048850915869352064,0.9610577698696161,OLS + interaction,5
Z,5.192054252746729,0.6861497548057823,7.566940331001594,1.8619297301152308e-13,RFA,5
Z,3.7488906287476915,1.2438661234140775,3.013902025451096,0.0027105484210323254,SVM,5
Z,-11.742457981509,23.42343312590007,-0.5013124215563847,0.6163727872255818,OLS,5
Z,0.6638143241193722,2.9091812486971276,0.22817908798795555,0.8196008655088554,OLS + controls,5
Z,0.6848550560658313,2.916441050316808,0.23482561253601772,0.8144409971810618,OLS + interaction,5
Z,4.1685375008062255,0.4092824389194948,10.18498988574042,2.9453986118530167e-22,RFA,5
Z,4.5788521839604766,1.337588217131666,3.4232151011163965,6.698644485424041e-4,SVM,5
Z,17.80007469670518,24.072481572492592,0.7394366319526096,0.45999030277235875,OLS,5
Z,-2.171955581899434,3.5536063489587684,-0.6111975746936158,0.5413482262908207,OLS + controls,5
Z,-2.9815209516697285,3.7390240983640877,-0.7974061876130232,0.4255967285691422,OLS + interaction,5
Z,5.850754103522381,0.4169221601460424,14.03320490681747,6.185906614438696e-38,RFA,5
Z,5.662895390763209,1.0309897141644258,5.492678843408976,6.323245562762025e-8,SVM,5
Z,-15.130932057216635,26.955300741095037,-0.5613341955465029,0.5748222359471002,OLS,5
Z,-6.42413037042976,4.139373363771211,-1.551957218127577,0.12130898348827551,OLS + controls,5
Z,-6.6137646442404945,4.236483854967273,-1.561144777286443,0.11912738191447185,OLS + interaction,5
Z,3.681857242432083,0.685412743635034,5.371737360623958,1.1991247631247374e-7,RFA,5
Z,3.9017916092748712,1.4622001757111647,2.6684387501028524,0.007868979181415065,SVM,5
Z,2.1595887292421283,26.455720189795045,0.08163031335942092,0.9349734918256877,OLS,5
Z,-1.2600406828892077,5.057213362588497,-0.24915711332461268,0.8033421860583496,OLS + controls,5
Z,-1.2070772335408697,5.1167438164316525,-0.235907302934441,0.8136019794242404,OLS + interaction,5
Z,4.713005942659065,0.5224649392050177,9.020712375131568,4.0517022192553224e-18,RFA,5
Z,5.970209393111167,1.3852600089348444,4.3098114105681775,1.969861518845893e-5,SVM,5
Z,6.003041385089976,27.293935043081447,0.21994048771694596,0.826007630563219,OLS,5
Z,-1.8237995168565704,4.433433798614233,-0.4113740273795537,0.6809756274331729,OLS + controls,5
Z,-1.4343240072643577,4.121158472398004,-0.348039032439769,0.7279585287332948,OLS + interaction,5
Z,2.7433560772625794,1.8961400796085137,1.44681086949493,0.14857902764092537,RFA,5
Z,3.1397441705636076,1.844812563226168,1.7019312601996224,0.0893923651089195,SVM,5
Z,7.650932440793195,22.399140849056725,0.3415725849643645,0.732816651874324,OLS,5
Z,0.3803728464700154,3.2329420607764896,0.11765532425862815,0.9063882992663959,OLS + controls,5
Z,0.35924768702781457,3.2476665416269115,0.11061717156708158,0.9119646741422458,OLS + interaction,5
Z,5.160167322566797,0.5382522032317014,9.586894938069578,4.3346447643959077e-20,RFA,5
Z,6.378183586228681,1.4196397003682961,4.492818554295145,8.746778365204959e-6,SVM,5
Z,14.920121287073256,23.528871015041595,0.6341197279518888,0.526293849432935,OLS,5
Z,0.9963976016114564,3.1531546609523002,0.3160002311179146,0.7521349942871317,OLS + controls,5
Z,1.0184670075399784,3.134199166343723,0.3249528678575,0.7453537577467366,OLS + interaction,5
Z,3.941141920351977,0.6963664850804356,5.659580127404817,2.564506260043607e-8,RFA,5
Z,4.8596306960753965,1.502030314702623,3.2353745783336754,0.0012956048618867448,SVM,5
Z,41.823571869447335,22.410515629607847,1.866247638416305,0.062594285203953,OLS,5
Z,-2.2321973004907827,3.01271270965692,-0.7409260409516378,0.45908819896561825,OLS + controls,5
Z,-1.7479682298516677,3.0310871583185235,-0.5766802927637825,0.5644170609249716,OLS + interaction,5
Z,5.570881973354464,0.33164045912601364,16.79795640144646,1.6874253762959956e-50,RFA,5
Z,5.177934594541334,1.1865383993592458,4.363899724895141,1.5542206196449243e-5,SVM,5
Z,15.276383218768276,21.86022865619368,0.6988208339001066,0.4849902282560199,OLS,5
Z,0.4916572246246866,2.6718439311323463,0.1840142004163839,0.8540773685484898,OLS + controls,5
Z,0.35616877901366073,2.7199947019941066,0.13094465910266043,0.8958721787189359,OLS + interaction,5
Z,5.1906685968772575,0.5001245640733771,10.378751554614091,5.60842633770198e-23,RFA,5
Z,5.278303682961895,1.0813699855067438,4.881126491122661,1.422687628481588e-6,SVM,5
Z,-20.717753905950037,24.35022437564534,-0.8508239425781868,0.3952760590572987,OLS,5
Z,2.326039764349976,3.526567757467768,0.6595760876632569,0.5098314140748967,OLS + controls,5
Z,2.33411893333542,3.5414163066087925,0.6590919370252004,0.5101425960324687,OLS + interaction,5
Z,4.5461311977887,1.1849778765654675,3.8364692604769792,1.4085588762338105e-4,RFA,5
Z,4.0772093650353325,1.3469439464084534,3.0270074533591176,0.002597798286925338,SVM,5
Z,-44.15725772966233,22.685866034736748,-1.946465595011821,0.0521608056271803,OLS,5
Z,5.8682026407299395,2.702262217587017,2.171588901527827,0.030358957854144296,OLS + controls,5
Z,5.489055440332709,2.7479109650842366,1.9975375876723298,0.04631252765426884,OLS + interaction,5
Z,5.252769723255231,0.39341219577180775,13.35182228641944,5.626578866055374e-35,RFA,5
Z,6.946743452689646,1.0469008895961118,6.635531139313158,8.455967373864009e-11,SVM,5
Z,4.112620039414465,24.209482071424155,0.1698764156656134,0.8651763151422405,OLS,5
Z,0.3775356229809145,3.08623818893917,0.12232873805203107,0.902688120564431,OLS + controls,5
Z,0.3308751478498033,3.063785791828466,0.10799552264139758,0.9140429152231919,OLS + interaction,5
Z,5.381935656162893,0.8157133625227918,6.597827010603271,1.0688757610485227e-10,RFA,5
Z,4.379670470013052,1.3385766364821527,3.2718862339649437,0.001142441098272082,SVM,5
Z,6.063506303212167,24.99374525178235,0.2426009484424815,0.8084144279946459,OLS,5
Z,-0.16583055643877265,3.9549933674934956,-0.04192941454763271,0.9665718065010382,OLS + controls,5
Z,0.3020014297673056,3.9617104804863406,0.07623006053946471,0.9392668049451223,OLS + interaction,5
Z,4.493797475211468,1.2411639075354242,3.620631769848021,3.2397132653976327e-4,RFA,5
Z,2.949455139931433,1.9481543914996005,1.5139740221826448,0.13066680956698343,SVM,5
Z,19.898710102976956,23.22947350826565,0.8566147698481621,0.3920698212230722,OLS,5
Z,-0.09948148328762825,3.282845507384807,-0.030303431295759502,0.9758372248569813,OLS + controls,5
Z,-0.3166535342943576,3.3985695893651315,-0.09317259098805446,0.9258040711410573,OLS + interaction,5
Z,5.144459274561087,0.46244494902846095,11.124479325309863,7.930124693289049e-26,RFA,5
Z,4.174297284944227,1.2119248617065952,3.444353207727837,6.207425812206197e-4,SVM,5
Z,39.712089768773744,23.191951123689858,1.7123220705742639,0.08745984318373214,OLS,5
Z,1.7271083174649318,3.1067247825002933,0.5559257540910831,0.5785117870966345,OLS + controls,5
Z,2.0082882991984694,3.245611575107977,0.6187703773923275,0.5363517048209219,OLS + interaction,5
Z,5.10762751491804,0.583795336022821,8.749003631502768,3.339934413521275e-17,RFA,5
Z,4.852975480673008,1.1790466405162179,4.116016545832527,4.5113560551795865e-5,SVM,5
Z,-14.599070382441932,24.466976286606567,-0.5966846990583625,0.5509890577338536,OLS,5
Z,-2.8804848732703174,3.2282150806875896,-0.8922840644982032,0.3726724980327446,OLS + controls,5
Z,-3.185186663971164,3.2458642589160447,-0.9813061822353767,0.3269201781516756,OLS + interaction,5
Z,4.587012040816159,0.48810897917273083,9.397516203431525,2.0192459398909524e-19,RFA,5
Z,3.73446129156717,1.6674645160888322,2.239604654572584,0.025557145446080638,SVM,5
Z,7.51129197132965,21.43200688826822,0.3504707706790304,0.726133614147873,OLS,5
Z,-2.971052831048735,2.4843263356040226,-1.1959189050444827,0.23229845964116416,OLS + controls,5
Z,-2.9495893211652167,2.4213891632908884,-1.2181393085762622,0.2237501611321701,OLS + interaction,5
Z,4.548015145634394,0.5308081822075369,8.568095402599122,1.326355944244567e-16,RFA,5
Z,3.3869044428097217,1.4167666269581152,2.390587396938911,0.017191980886922854,SVM,5
Z,0.20403948921985246,21.950709696582493,0.009295348170524955,0.9925872144337018,OLS,5
Z,-1.8163667886462,3.0648077109450274,-0.5926527730139803,0.5536831023099533,OLS + controls,5
Z,-1.8736516762689872,3.2045268569410266,-0.5846890227212935,0.5590226943280767,OLS + interaction,5
Z,5.612566462694394,0.5764163791966878,9.73700030959607,1.2617777892282366e-20,RFA,5
Z,4.519925215294022,1.4554027241019327,3.1056182185470873,0.0020070408490613406,SVM,5
Z,-13.730557533969327,21.73580220195913,-0.631702359378838,0.5278712469813623,OLS,5
Z,2.793248379163506,2.6607019117624717,1.0498163536527978,0.29431276264496636,OLS + controls,5
Z,2.2263113373850176,2.6921169686854913,0.8269742226215685,0.4086493301394185,OLS + interaction,5
Z,5.794130596738899,0.33698625938653914,17.193966921045163,2.3493885223673176e-52,RFA,5
Z,4.875110152294099,1.1603755909835485,4.201320839713542,3.144969177873643e-5,SVM,5
Z,3.3318716668034023,21.825520858663744,0.15265943426412204,0.8787286836881036,OLS,5
Z,-2.745761605187002,3.1514358104060882,-0.8712732133462646,0.38402565682160683,OLS + controls,5
Z,-2.492750558732637,2.9033876342905995,-0.8585662242588232,0.3909945884837456,OLS + interaction,5
Z,4.915401721032229,0.48285078936640446,10.17995999857887,3.074169903525326e-22,RFA,5
Z,4.021282203842344,1.2979124562027726,3.098269212707286,0.002056509420280663,SVM,5
